Application: Application Number,Total Amount,Application Received Date,Vehicle Category,Vehicle Model,Vehicle Year,Date of Purchase,Purchase or Lease?,Applicant: Postal Code,Applicant: County
M-002431,"$2,500",5/31/2016,BEV,Nissan LEAF S,2016,5/28/2016,Leased,01776,Middlesex
M-002432,"$1,500",6/1/2016,PHEV,Ford C-MAX Energi,2016,4/23/2016,Leased,01089,Hampden
M-002433,"$2,500",6/1/2016,PHEV+,Chevrolet Volt,2017,5/28/2016,Leased,02118,Suffolk
M-002434,"$1,000",6/1/2016,BEV,Tesla Model S - 90 kWh,2016,5/26/2016,Leased,02142,Middlesex
M-002435,"$1,500",6/1/2016,PHEV,Ford C-MAX Energi,2016,6/1/2016,Leased,01040,Hampden
M-002436,"$1,500",6/1/2016,PHEV,Ford C-MAX Energi,2016,5/31/2016,Leased,01923,Essex
M-002437,"$2,500",6/1/2016,PHEV+,Chevrolet Volt,2017,5/16/2016,Leased,02188,Norfolk
M-002438,"$2,500",6/1/2016,BEV,Tesla Model X,2016,5/25/2016,Purchased,01742,Middlesex
M-002439,"$2,500",6/1/2016,BEV,Volkswagen e-Golf,2016,5/12/2016,Leased,02460,Middlesex
M-002440,"$1,500",6/1/2016,PHEV,Hyundai Sonata Plug-in Hybrid,2016,4/16/2016,Leased,02766,Bristol
M-002441,"$2,500",6/1/2016,BEV,BMW i3 REx,2015,5/28/2016,Leased,02026,Norfolk
M-002442,"$2,500",6/2/2016,BEV,Nissan LEAF SL,2016,5/31/2016,Purchased,01752,Middlesex
M-002443,"$1,500",6/2/2016,PHEV,Ford Fusion Energi,2016,6/1/2016,Leased,02180,Middlesex
M-002444,"$2,500",6/2/2016,PHEV+,Chevrolet Volt,2016,5/26/2016,Purchased,01756,Worcester
M-002445,"$1,000",6/2/2016,PHEV,Porsche Panamera S E-Hybrid,2016,6/1/2016,Leased,01890,Middlesex
M-002446,"$2,500",6/3/2016,BEV,Tesla Model X,2016,3/22/2016,Purchased,02420,Middlesex
M-002447,"$2,500",6/3/2016,BEV,Tesla Model X,2016,6/3/2016,Purchased,02072,Norfolk
M-002448,"$2,500",6/3/2016,PHEV+,Chevrolet Volt,2017,5/28/2016,Leased,01845,Essex
M-002449,"$2,500",6/3/2016,PHEV+,Chevrolet Volt,2017,6/3/2016,Leased,02351,Plymouth
M-002450,"$1,500",6/4/2016,PHEV,Ford C-MAX Energi,2016,6/1/2016,Leased,01720,Middlesex
M-002451,"$2,500",6/4/2016,PHEV+,Chevrolet Volt,2017,6/3/2016,Purchased,01921,Essex
M-002452,"$2,500",6/4/2016,BEV,Tesla Model X,2016,6/3/2016,Purchased,01880,Middlesex
M-002453,"$2,500",6/4/2016,BEV,Tesla Model X,2016,5/26/2016,Purchased,01776,Middlesex
M-002454,"$1,000",6/5/2016,PHEV+,Porsche Cayenne S E-Hybrid,2016,6/1/2016,Purchased,02446,Norfolk
M-002457,"$1,000",6/5/2016,BEV,Tesla Model X,2016,5/31/2016,Purchased,02090,Norfolk
M-002458,"$1,500",6/5/2016,PHEV,Audi A3 e-tron,2016,6/4/2016,Leased,02144,Middlesex
M-002459,"$2,500",6/5/2016,PHEV+,Chevrolet Volt,2016,5/28/2016,Purchased,02155,Middlesex
M-002460,"$2,500",6/5/2016,BEV,Tesla Model X,2016,5/28/2016,Leased,01106,Hampden
M-002461,"$2,500",6/5/2016,BEV,Tesla Model X,2016,6/4/2016,Purchased,02030,Norfolk
M-002462,"$2,500",6/5/2016,PHEV+,Chevrolet Volt,2017,5/31/2016,Leased,01760,Middlesex
M-002463,"$2,500",6/6/2016,BEV,Tesla Model X,2016,5/28/2016,Leased,02171,Norfolk
M-002465,"$2,500",6/6/2016,BEV,Tesla Model X,2016,4/26/2016,Purchased,02446,Norfolk
M-002466,"$1,500",6/6/2016,PHEV,Ford Fusion Energi,2016,6/6/2016,Leased,01085,Hampden
M-002467,"$2,500",6/6/2016,PHEV+,Chevrolet Volt,2017,5/16/2016,Purchased,02478,Middlesex
M-002468,"$2,500",6/7/2016,PHEV+,Chevrolet Volt,2017,6/7/2016,Leased,01951,Essex
M-002469,$750,6/7/2016,ZEM,Zero S,2016,5/25/2016,Purchased,01760,Middlesex
M-002470,"$2,500",6/7/2016,PHEV+,Chevrolet Volt,2017,6/6/2016,Leased,01951,Essex
M-002471,"$2,500",6/7/2016,BEV,Tesla Model X,2016,6/7/2016,Purchased,02445,Norfolk
M-002472,"$1,500",6/7/2016,PHEV,Ford C-MAX Energi,2016,5/31/2016,Leased,01420,Worcester
M-002474,"$1,500",6/8/2016,PHEV,Ford Fusion Energi,2016,6/7/2016,Leased,01027,Hampshire
M-002475,"$1,500",6/8/2016,PHEV,Ford Fusion Energi,2016,6/8/2016,Leased,01085,Hampden
M-002476,"$2,500",6/9/2016,PHEV+,Chevrolet Volt,2017,6/1/2016,Purchased,01002,Hampshire
M-002477,"$2,500",6/9/2016,PHEV+,Chevrolet Volt,2016,6/7/2016,Purchased,01741,Middlesex
M-002478,"$2,500",6/9/2016,BEV,Volkswagen e-Golf,2016,6/2/2016,Leased,02482,Norfolk
M-002479,"$2,500",6/9/2016,PHEV+,Chevrolet Volt,2017,6/3/2016,Purchased,01752,Middlesex
M-002480,"$1,000",6/9/2016,PHEV,Volvo XC90 T8,2016,6/3/2016,Purchased,02760,Bristol
M-002481,"$2,500",6/9/2016,PHEV+,Chevrolet Volt,2017,5/20/2016,Leased,01721,Middlesex
M-002483,"$1,500",6/9/2016,PHEV,Ford C-MAX Energi,2016,6/5/2016,Purchased,01085,Hampden
M-002484,"$1,000",6/10/2016,BEV,Tesla Model S - 90 kWh,2016,6/7/2016,Purchased,01864,Middlesex
M-002485,"$1,500",6/10/2016,PHEV,Ford C-MAX Energi,2016,6/9/2016,Leased,01040,Hampden
M-002486,"$2,500",6/10/2016,BEV,Nissan LEAF SL,2016,6/9/2016,Purchased,01863,Middlesex
M-002487,"$1,000",6/10/2016,BEV,Tesla Model S - 90 kWh,2016,6/8/2016,Leased,01821,Middlesex
M-002489,"$2,500",6/10/2016,BEV,Volkswagen e-Golf,2016,5/31/2016,Purchased,02421,Middlesex
M-002490,"$1,000",6/10/2016,BEV,Tesla Model S - 70 kWh,2016,4/8/2016,Purchased,02111,Suffolk
M-002491,"$2,500",6/10/2016,PHEV+,Chevrolet Volt,2017,6/9/2016,Leased,02148,Middlesex
M-002492,"$1,500",6/10/2016,PHEV,Ford C-MAX Energi,2016,5/31/2016,Leased,02446,Norfolk
M-002493,"$1,500",6/11/2016,PHEV,Ford Fusion Energi,2017,6/10/2016,Leased,01913,Essex
M-002494,"$2,500",6/11/2016,BEV,Tesla Model X,2016,6/10/2016,Purchased,01460,Middlesex
M-002495,"$1,000",6/11/2016,BEV,Tesla Model S - 90 kWh,2016,6/9/2016,Purchased,02130,Suffolk
M-002496,"$2,500",6/11/2016,BEV,Tesla Model X,2016,5/19/2016,Purchased,01776,Middlesex
M-002497,"$2,500",6/11/2016,BEV,Volkswagen e-Golf,2016,5/5/2016,Purchased,02478,Middlesex
M-002498,"$1,000",6/12/2016,BEV,Tesla Model S - 90 kWh,2016,6/10/2016,Purchased,02043,Plymouth
M-002499,"$1,000",6/12/2016,BEV,Tesla Model S - 70 kWh,2016,6/10/2016,Leased,02090,Norfolk
M-002500,$750,6/12/2016,ZEM,Zero S,2016,6/8/2016,Purchased,02568,Dukes
M-002501,"$2,500",6/13/2016,PHEV+,Chevrolet Volt,2017,6/12/2016,Leased,01757,Worcester
M-002502,"$2,500",6/13/2016,PHEV+,Chevrolet Volt,2017,5/31/2016,Purchased,02421,Middlesex
M-002503,"$1,500",6/13/2016,PHEV,Ford Fusion Energi,2016,6/13/2016,Leased,01013,Hampden
M-002504,"$2,500",6/13/2016,BEV,Tesla Model X,2016,6/9/2016,Purchased,01773,Middlesex
M-002505,"$1,500",6/13/2016,PHEV,Ford C-MAX Energi,2016,6/10/2016,Leased,01778,Middlesex
M-002506,"$1,500",6/14/2016,PHEV,Ford Fusion Energi,2016,6/13/2016,Leased,02143,Middlesex
M-002507,"$2,500",6/14/2016,BEV,Tesla Model X,2016,6/4/2016,Leased,02465,Middlesex
M-002508,"$1,500",6/14/2016,PHEV,Ford Fusion Energi,2016,6/14/2016,Leased,01020,Hampden
M-002509,"$2,500",6/14/2016,PHEV+,Chevrolet Volt,2017,6/9/2016,Purchased,02494,Norfolk
M-002511,"$2,500",6/15/2016,BEV,Tesla Model X,2016,5/20/2016,Purchased,01532,Worcester
M-002512,"$1,000",6/15/2016,BEV,Tesla Model S - 90 kWh,2016,6/4/2016,Purchased,01965,Essex
M-002513,"$2,500",6/15/2016,BEV,BMW i3 REx,2015,6/10/2016,Leased,02143,Middlesex
M-002514,"$2,500",6/15/2016,PHEV+,Chevrolet Volt,2017,6/11/2016,Purchased,01760,Middlesex
M-002515,"$1,000",6/15/2016,BEV,Tesla Model S - 70 kWh,2016,6/15/2016,Purchased,02460,Middlesex
M-002516,"$2,500",6/16/2016,PHEV+,Chevrolet Volt,2017,5/16/2016,Purchased,02474,Middlesex
M-002517,"$1,000",6/16/2016,BEV,Tesla Model S - 90 kWh,2016,6/11/2016,Leased,01930,Essex
M-002518,"$2,500",6/16/2016,PHEV+,Chevrolet Volt,2017,6/16/2016,Purchased,02492,Norfolk
M-002519,"$1,000",6/16/2016,BEV,Tesla Model S - 90 kWh,2016,6/14/2016,Purchased,01701,Middlesex
M-002520,"$1,000",6/16/2016,BEV,Tesla Model S - 70 kWh,2016,6/11/2016,Purchased,02481,Norfolk
M-002522,"$1,500",6/17/2016,PHEV,Ford Fusion Energi,2016,5/26/2016,Leased,01607,Worcester
M-002524,"$2,500",6/17/2016,BEV,Nissan LEAF SV,2016,6/7/2016,Purchased,01460,Middlesex
M-002527,"$1,000",6/17/2016,PHEV,BMW X5 xDrive40e,2016,4/23/2016,Leased,02056,Norfolk
M-002528,"$1,000",6/17/2016,BEV,Tesla Model S - 70 kWh,2016,6/10/2016,Leased,02140,Middlesex
M-002529,"$1,000",6/17/2016,BEV,Tesla Model S - 90 kWh,2016,6/17/2016,Purchased,02116,Suffolk
M-002530,"$1,500",6/18/2016,PHEV,Ford C-MAX Energi,2016,6/16/2016,Leased,01742,Middlesex
M-002531,"$2,500",6/18/2016,BEV,Tesla Model X,2016,5/28/2016,Purchased,01730,Middlesex
M-002532,"$1,000",6/18/2016,BEV,Tesla Model S - 70 kWh,2016,6/18/2016,Purchased,01568,Worcester
M-002534,"$1,000",6/18/2016,BEV,Tesla Model S - 70 kWh,2016,6/14/2016,Purchased,02459,Middlesex
M-002535,"$1,000",6/18/2016,BEV,Tesla Model S - 90 kWh,2016,6/18/2016,Purchased,02482,Norfolk
M-002536,"$1,000",6/19/2016,BEV,Tesla Model S - 70 kWh,2016,6/18/2016,Purchased,01826,Middlesex
M-002537,"$2,500",6/20/2016,BEV,Smart Electric Fortwo Coupe,2016,6/17/2016,Purchased,02476,Middlesex
M-002538,"$2,500",6/20/2016,BEV,BMW i3 REx,2016,6/11/2016,Leased,01702,Middlesex
M-002539,"$1,000",6/20/2016,BEV,Tesla Model S - 90 kWh,2016,6/16/2016,Purchased,02420,Middlesex
M-002540,"$1,000",6/20/2016,BEV,Tesla Model S - 70 kWh,2016,5/31/2016,Purchased,02142,Middlesex
M-002543,"$2,500",6/20/2016,PHEV+,Chevrolet Volt,2017,5/30/2016,Leased,02186,Norfolk
M-002544,"$2,500",6/20/2016,BEV,Tesla Model X,2016,6/11/2016,Leased,02467,Middlesex
M-002545,"$2,500",6/20/2016,PHEV+,Chevrolet Volt,2016,6/15/2016,Purchased,01085,Hampden
M-002546,"$2,500",6/20/2016,BEV,Tesla Model X,2016,5/27/2016,Purchased,02025,Norfolk
M-002547,"$1,500",6/21/2016,PHEV,Ford C-MAX Energi,2016,5/21/2016,Leased,01760,Middlesex
M-002548,"$2,500",6/21/2016,BEV,Smart Electric Fortwo Coupe,2016,6/11/2016,Leased,02124,Suffolk
M-002549,"$1,000",6/21/2016,BEV,Tesla Model S - 70 kWh,2016,6/14/2016,Purchased,02472,Middlesex
M-002550,"$1,000",6/21/2016,BEV,Tesla Model S - 90 kWh,2016,6/8/2016,Purchased,01721,Middlesex
M-002551,"$2,500",6/21/2016,BEV,Tesla Model X,2016,6/21/2016,Purchased,02145,Middlesex
M-002552,"$2,500",6/21/2016,BEV,Smart Electric Fortwo Coupe,2016,5/30/2016,Leased,02351,Plymouth
M-002553,"$1,000",6/22/2016,BEV,Tesla Model S - 90 kWh,2016,6/16/2016,Purchased,02169,Norfolk
M-002554,"$1,000",6/22/2016,BEV,Tesla Model X,2016,6/21/2016,Purchased,02465,Middlesex
M-002555,"$1,000",6/22/2016,BEV,Tesla Model S - 70 kWh,2016,6/21/2016,Purchased,01720,Middlesex
M-002556,"$1,500",6/22/2016,PHEV,Ford C-MAX Energi,2016,5/16/2016,Leased,01075,Hampshire
M-002557,"$2,500",6/22/2016,BEV,Volkswagen e-Golf,2015,6/20/2016,Leased,01543,Worcester
M-002558,"$1,000",6/22/2016,BEV,Tesla Model S - 70 kWh,2016,6/18/2016,Purchased,01760,Middlesex
M-002560,"$2,500",6/23/2016,PHEV+,Chevrolet Volt,2017,6/22/2016,Leased,02115,Suffolk
M-002561,"$1,500",6/23/2016,PHEV,Ford Fusion Energi,2016,6/23/2016,Leased,01340,Franklin
M-002562,"$1,000",6/23/2016,BEV,Tesla Model X,2016,6/17/2016,Purchased,01089,Hampden
M-002563,"$1,000",6/23/2016,BEV,Tesla Model S - 70 kWh,2016,6/22/2016,Purchased,01886,Middlesex
M-002565,"$2,500",6/23/2016,BEV,Tesla Model X,2016,6/23/2016,Purchased,02769,Bristol
M-002566,"$2,500",6/24/2016,PHEV+,Chevrolet Volt,2017,6/22/2016,Purchased,01776,Middlesex
M-002567,"$2,500",6/25/2016,PHEV+,Chevrolet Volt,2016,6/22/2016,Leased,02472,Middlesex
M-002568,"$2,500",6/25/2016,BEV,Nissan LEAF SV,2016,6/25/2016,Leased,01752,Middlesex
M-002569,"$2,500",6/25/2016,PHEV+,Chevrolet Volt,2017,6/5/2016,Purchased,01532,Worcester
M-002570,"$2,500",6/26/2016,BEV,BMW i3 REx,2015,5/14/2016,Leased,02131,Suffolk
M-002571,"$1,000",6/26/2016,BEV,Tesla Model X,2016,6/25/2016,Purchased,02155,Middlesex
M-002572,"$2,500",6/26/2016,BEV,Tesla Model X,2016,6/10/2016,Purchased,01002,Hampshire
M-002573,"$1,000",6/26/2016,BEV,Tesla Model X,2016,6/23/2016,Purchased,02420,Middlesex
M-002574,"$1,000",6/26/2016,BEV,Tesla Model S - 70 kWh,2016,6/8/2016,Purchased,02186,Norfolk
M-002576,"$1,500",6/26/2016,PHEV,Ford C-MAX Energi,2016,6/9/2016,Leased,01040,Hampden
M-002577,"$1,000",6/26/2016,BEV,Tesla Model S - 90 kWh,2016,6/25/2016,Purchased,01821,Middlesex
M-002578,"$1,000",6/27/2016,BEV,Tesla Model S - 90 kWh,2016,4/28/2016,Purchased,01748,Middlesex
M-002579,"$1,500",6/27/2016,PHEV,Ford C-MAX Energi,2016,6/27/2016,Leased,01022,Hampden
M-002580,"$2,500",6/27/2016,PHEV+,Chevrolet Volt,2017,5/16/2016,Purchased,02062,Norfolk
M-002581,"$1,000",6/27/2016,BEV,Tesla Model S - 70 kWh,2016,6/7/2016,Leased,02067,Norfolk
M-002582,"$1,000",6/27/2016,BEV,Tesla Model S - 90 kWh,2016,6/16/2016,Purchased,02459,Middlesex
M-002583,"$2,500",6/27/2016,BEV,Volkswagen e-Golf,2016,6/14/2016,Purchased,01772,Worcester
M-002584,"$2,500",6/27/2016,BEV,Nissan LEAF S,2016,3/23/2016,Leased,02135,Suffolk
M-002586,"$2,500",6/27/2016,BEV,Nissan LEAF SL,2016,6/23/2016,Leased,02090,Norfolk
M-002587,"$1,000",6/27/2016,BEV,Tesla Model S - 90 kWh,2016,6/27/2016,Leased,02748,Bristol
M-002588,"$1,000",6/27/2016,BEV,Tesla Model S - 90 kWh,2016,6/24/2016,Purchased,01742,Middlesex
M-002590,"$1,000",6/28/2016,BEV,Tesla Model X,2016,6/17/2016,Purchased,01940,Essex
M-002591,"$1,000",6/28/2016,BEV,Tesla Model S - 90 kWh,2016,6/8/2016,Purchased,01921,Essex
M-002592,"$2,500",6/28/2016,PHEV+,Chevrolet Volt,2017,6/23/2016,Purchased,02144,Middlesex
M-002593,"$1,500",6/28/2016,PHEV,Ford C-MAX Energi,2016,4/5/2016,Leased,01950,Essex
M-002594,"$1,500",6/28/2016,PHEV,Ford Fusion Energi,2016,6/24/2016,Leased,02341,Plymouth
M-002595,"$1,000",6/28/2016,PHEV,Volvo XC90 T8,2016,6/10/2016,Purchased,02725,Bristol
M-002596,"$1,500",6/28/2016,PHEV,Ford Fusion Energi,2016,6/24/2016,Leased,02740,Bristol
M-002597,"$1,500",6/29/2016,PHEV,Ford C-MAX Energi,2016,6/29/2016,Leased,01109,Hampden
M-002598,"$1,000",6/29/2016,BEV,Tesla Model S - 90 kWh,2016,6/28/2016,Purchased,02420,Middlesex
M-002599,"$2,500",6/29/2016,BEV,Tesla Model X,2016,6/17/2016,Purchased,02111,Suffolk
M-002600,"$1,000",6/29/2016,BEV,Tesla Model S - 90 kWh,2016,6/18/2016,Purchased,01742,Middlesex
M-002601,"$1,000",6/29/2016,BEV,Tesla Model X,2016,6/6/2016,Purchased,01720,Middlesex
M-002602,"$2,500",6/29/2016,BEV,Nissan LEAF SL,2016,3/28/2016,Purchased,01096,Hampshire
M-002603,"$2,500",6/29/2016,PHEV+,Chevrolet Volt,2017,6/11/2016,Purchased,01545,Worcester
M-002604,"$1,000",6/30/2016,BEV,Tesla Model X,2016,6/29/2016,Purchased,02090,Norfolk
M-002605,"$1,000",6/30/2016,BEV,Tesla Model S - 90 kWh,2016,6/25/2016,Leased,01940,Essex
M-002606,"$1,000",6/30/2016,BEV,Tesla Model S - 70 kWh,2016,6/23/2016,Purchased,02492,Norfolk
M-002608,"$1,500",6/30/2016,PHEV,Ford Fusion Energi,2016,6/29/2016,Leased,01543,Worcester
M-002609,"$1,000",6/30/2016,BEV,Tesla Model S - 70 kWh,2016,6/30/2016,Purchased,02143,Middlesex
M-002610,"$2,500",6/30/2016,PHEV+,Chevrolet Volt,2017,6/18/2016,Leased,02641,Barnstable
M-002612,"$1,500",6/30/2016,PHEV,Ford Fusion Energi,2016,6/6/2016,Leased,02379,Plymouth
M-002613,"$1,000",6/30/2016,BEV,Tesla Model S - 90 kWh,2016,6/29/2016,Purchased,02032,Norfolk
M-002614,"$1,000",7/1/2016,BEV,Tesla Model X,2016,6/29/2016,Purchased,01844,Essex
M-002615,"$1,000",7/1/2016,BEV,Tesla Model S - 90 kWh,2016,6/30/2016,Leased,02459,Middlesex
M-002616,"$2,500",7/1/2016,PHEV+,Chevrolet Volt,2017,6/15/2016,Purchased,01581,Worcester
M-002617,"$1,000",7/1/2016,BEV,Tesla Model X,2016,6/22/2016,Purchased,02025,Norfolk
M-002618,"$2,500",7/1/2016,BEV,BMW i3 REx,2015,5/1/2016,Leased,01002,Hampshire
M-002619,"$2,500",7/1/2016,PHEV+,Chevrolet Volt,2017,6/28/2016,Purchased,02451,Middlesex
M-002620,"$1,000",7/1/2016,BEV,Tesla Model S - 90 kWh,2016,6/30/2016,Purchased,01890,Middlesex
M-002621,"$2,500",7/1/2016,BEV,Nissan LEAF S,2016,6/30/2016,Leased,02481,Norfolk
M-002622,"$1,000",7/1/2016,BEV,Tesla Model X,2016,6/9/2016,Purchased,02493,Middlesex
M-002623,"$2,500",7/1/2016,BEV,Volkswagen e-Golf,2016,6/29/2016,Leased,01930,Essex
M-002624,"$2,500",7/1/2016,PHEV+,Chevrolet Volt,2017,6/27/2016,Purchased,01545,Worcester
M-002625,"$2,500",7/1/2016,PHEV+,Chevrolet Volt,2017,6/30/2016,Purchased,01748,Middlesex
M-002626,"$1,000",7/1/2016,BEV,Tesla Model S - 90 kWh,2016,6/18/2016,Leased,02492,Norfolk
M-002627,"$2,500",7/1/2016,BEV,Smart Electric Fortwo Coupe,2016,6/30/2016,Leased,01938,Essex
M-002628,"$1,000",7/1/2016,BEV,Tesla Model X,2016,6/30/2016,Purchased,01606,Worcester
M-002629,"$2,500",7/1/2016,BEV,Nissan LEAF SV,2016,6/23/2016,Leased,02724,Bristol
M-002630,"$2,500",7/2/2016,BEV,Mitsubishi i-MiEV,2016,7/1/2016,Purchased,02062,Norfolk
M-002631,"$1,500",7/2/2016,PHEV,Ford C-MAX Energi,2016,7/1/2016,Leased,01001,Hampden
M-002632,"$2,500",7/3/2016,BEV,Nissan LEAF SV,2016,6/25/2016,Purchased,02474,Middlesex
M-002633,"$1,000",7/3/2016,BEV,Tesla Model S - 90 kWh,2016,6/24/2016,Purchased,02467,Norfolk
M-002634,"$1,000",7/4/2016,PHEV,BMW X5 xDrive40e,2016,6/26/2016,Leased,02053,Norfolk
M-002635,"$2,500",7/4/2016,PHEV+,Chevrolet Volt,2017,5/16/2016,Purchased,02451,Middlesex
M-002636,"$2,500",7/5/2016,PHEV+,Chevrolet Volt,2017,6/28/2016,Leased,01002,Hampshire
M-002637,"$1,000",7/5/2016,BEV,Tesla Model X,2016,6/21/2016,Leased,02481,Norfolk
M-002638,"$2,500",7/5/2016,BEV,BMW i3 REx,2015,6/9/2016,Leased,02115,Suffolk
M-002639,"$1,500",7/5/2016,PHEV,Ford Fusion Energi,2016,7/2/2016,Leased,01862,Middlesex
M-002640,"$2,500",7/6/2016,PHEV+,Chevrolet Volt,2017,6/24/2016,Leased,01505,Worcester
M-002641,"$2,500",7/6/2016,PHEV+,Chevrolet Volt,2017,7/5/2016,Leased,02067,Norfolk
M-002642,"$1,000",7/6/2016,BEV,Tesla Model S - 90 kWh,2016,6/22/2016,Purchased,01581,Worcester
M-002643,"$2,500",7/6/2016,BEV,Ford Focus Electric,2016,7/5/2016,Leased,02451,Middlesex
M-002644,"$1,000",7/6/2016,BEV,Tesla Model S - 90 kWh,2016,6/28/2016,Purchased,01950,Essex
M-002646,"$2,500",7/7/2016,PHEV+,Chevrolet Volt,2016,7/5/2016,Purchased,01060,Hampshire
M-002647,"$2,500",7/7/2016,PHEV+,Chevrolet Volt,2017,7/2/2016,Leased,01803,Middlesex
M-002648,"$1,000",7/7/2016,PHEV,BMW X5 xDrive40e,2016,6/21/2016,Leased,01921,Essex
M-002649,"$2,500",7/7/2016,PHEV+,Chevrolet Volt,2017,6/29/2016,Purchased,02144,Middlesex
M-002650,"$1,000",7/7/2016,BEV,Tesla Model S - 90 kWh,2016,7/7/2016,Purchased,02210,Suffolk
M-002651,"$1,500",7/7/2016,PHEV,Ford C-MAX Energi,2016,6/25/2016,Leased,02492,Norfolk
M-002652,"$1,000",7/7/2016,BEV,Tesla Model S - 90 kWh,2016,6/17/2016,Purchased,01776,Middlesex
M-002653,"$1,000",7/7/2016,BEV,Tesla Model S - 90 kWh,2016,7/7/2016,Purchased,01950,Essex
M-002654,"$1,000",7/7/2016,BEV,Tesla Model X,2016,6/4/2016,Purchased,02116,Suffolk
M-002655,"$1,500",7/8/2016,PHEV,Ford Fusion Energi,2016,5/31/2016,Leased,02025,Norfolk
M-002656,"$1,500",7/8/2016,PHEV,Ford C-MAX Energi,2016,6/28/2016,Purchased,02671,Barnstable
M-002657,"$2,500",7/8/2016,BEV,BMW i3 REx,2016,6/30/2016,Leased,01040,Hampden
M-002658,"$2,500",7/8/2016,PHEV+,Chevrolet Volt,2017,5/23/2016,Leased,02144,Middlesex
M-002659,"$2,500",7/8/2016,PHEV+,Chevrolet Volt,2016,7/8/2016,Purchased,01033,Hampshire
M-002661,"$1,000",7/9/2016,BEV,Tesla Model S - 70 kWh,2016,5/28/2016,Leased,02186,Norfolk
M-002662,"$1,500",7/9/2016,PHEV,Ford C-MAX Energi,2016,7/8/2016,Leased,01001,Hampden
M-002663,"$2,500",7/9/2016,BEV,Volkswagen e-Golf,2016,6/11/2016,Leased,02144,Middlesex
M-002664,"$2,500",7/9/2016,PHEV+,Chevrolet Volt,2016,7/8/2016,Purchased,01742,Middlesex
M-002665,"$1,500",7/9/2016,PHEV,Ford Fusion Energi,2016,6/29/2016,Leased,02135,Suffolk
M-002666,"$2,500",7/9/2016,BEV,Volkswagen e-Golf,2016,7/9/2016,Purchased,01945,Essex
M-002667,"$2,500",7/9/2016,PHEV+,Chevrolet Volt,2017,6/18/2016,Leased,02446,Norfolk
M-002668,"$1,000",7/9/2016,BEV,Tesla Model X,2016,7/8/2016,Purchased,01844,Essex
M-002669,"$1,000",7/9/2016,BEV,Tesla Model X,2016,6/30/2016,Leased,02420,Middlesex
M-002670,"$1,000",7/9/2016,BEV,Tesla Model S - 90 kWh,2016,7/9/2016,Leased,01887,Middlesex
M-002671,"$1,000",7/9/2016,BEV,Tesla Model X,2016,6/23/2016,Purchased,02459,Middlesex
M-002672,"$2,500",7/9/2016,PHEV+,Chevrolet Volt,2017,6/30/2016,Purchased,02155,Middlesex
M-002673,"$1,000",7/10/2016,PHEV,BMW X5 xDrive40e,2016,7/6/2016,Leased,01532,Worcester
M-002674,"$1,000",7/10/2016,BEV,Tesla Model X,2016,6/25/2016,Purchased,02030,Norfolk
M-002675,"$1,000",7/10/2016,BEV,Tesla Model S - 90 kWh,2016,7/9/2016,Purchased,02139,Middlesex
M-002676,"$2,500",7/10/2016,PHEV+,Chevrolet Volt,2017,6/20/2016,Leased,02038,Norfolk
M-002677,"$1,000",7/10/2016,BEV,Tesla Model X,2016,7/9/2016,Purchased,01890,Middlesex
M-002678,"$1,000",7/11/2016,BEV,Tesla Model S - 90 kWh,2016,7/8/2016,Purchased,02465,Middlesex
M-002679,"$2,500",7/11/2016,PHEV+,Chevrolet Volt,2016,7/3/2016,Purchased,02130,Suffolk
M-002680,"$2,500",7/11/2016,BEV,BMW i3 REx,2015,5/1/2016,Leased,02465,Middlesex
M-002681,"$1,000",7/11/2016,BEV,Tesla Model X,2016,6/30/2016,Purchased,01810,Essex
M-002682,"$1,000",7/11/2016,BEV,Tesla Model S - 90 kWh,2016,7/9/2016,Purchased,02332,Plymouth
M-002683,"$1,000",7/11/2016,BEV,Tesla Model S - 70 kWh,2016,4/28/2016,Purchased,02539,Dukes
M-002684,"$1,000",7/11/2016,BEV,Tesla Model S - 70 kWh,2016,6/30/2016,Purchased,01930,Essex
M-002685,"$2,500",7/11/2016,PHEV+,Chevrolet Volt,2017,5/23/2016,Purchased,02540,Barnstable
M-002686,"$1,000",7/12/2016,BEV,Tesla Model S - 70 kWh,2016,7/7/2016,Purchased,01983,Essex
M-002687,"$2,500",7/12/2016,BEV,BMW i3 REx,2016,7/9/2016,Leased,02138,Middlesex
M-002688,"$2,500",7/12/2016,PHEV+,Chevrolet Volt,2017,7/9/2016,Purchased,02191,Norfolk
M-002689,"$1,500",7/12/2016,PHEV,Ford C-MAX Energi,2016,7/9/2016,Leased,02780,Bristol
M-002690,"$1,000",7/12/2016,BEV,Tesla Model S - 70 kWh,2016,4/14/2016,Leased,01803,Middlesex
M-002691,"$1,500",7/13/2016,PHEV,Ford C-MAX Energi,2016,7/12/2016,Purchased,02459,Middlesex
M-002692,"$2,500",7/13/2016,PHEV+,Chevrolet Volt,2017,7/11/2016,Purchased,02451,Middlesex
M-002693,"$2,500",7/13/2016,PHEV+,Chevrolet Volt,2016,7/8/2016,Purchased,02072,Norfolk
M-002694,"$1,000",7/13/2016,BEV,Tesla Model X,2016,6/30/2016,Purchased,02445,Norfolk
M-002695,"$1,000",7/13/2016,BEV,Tesla Model S - 75 kWh,2016,7/13/2016,Purchased,01060,Hampshire
M-002696,"$2,500",7/13/2016,PHEV+,Chevrolet Volt,2017,7/2/2016,Purchased,01534,Worcester
